game,bat,name,pos,team
139,7,陽冠威,3B(1B),EDA
139,8,方玄宗,SS(3B),EDA
139,9,陳凱倫,2B,EDA
141,1,胡金龍,DH,EDA
141,2,張建銘,RF,EDA
141,3,高國輝,LF,EDA
141,4,林益全,1B,EDA
141,5,陽冠威,3B,EDA
141,6,林旺衛,CF,EDA
141,7,林琨笙,C,EDA
141,7,鄭達鴻,|(PH)|(C),EDA
141,8,藍少白,SS,EDA
141,9,陳凱倫,2B,EDA
143,1,胡金龍,LF,EDA
143,2,張建銘,RF,EDA
143,3,高國輝,DH,EDA
143,4,林益全,1B,EDA
143,5,鄭達鴻,C,EDA
143,6,陽冠威,3B,EDA
143,7,林旺衛,CF,EDA
143,8,藍少白,SS,EDA
143,9,陳凱倫,2B,EDA
145,1,胡金龍,DH,EDA
145,2,張建銘,RF,EDA
145,3,高國輝,LF,EDA
145,4,林益全,1B,EDA
145,5,鄭達鴻,C,EDA
145,6,陽冠威,3B,EDA
145,7,張詠漢,CF,EDA
145,8,陳凱倫,SS,EDA
145,9,藍少白,2B,EDA
147,1,胡金龍,LF,EDA
147,2,張建銘,RF,EDA
147,3,高國輝,CF,EDA
147,4,林益全,1B,EDA
147,5,鄭達鴻,C,EDA
147,6,陽冠威,3B,EDA
147,7,林旺衛,DH,EDA
147,8,方玄宗,SS(2B),EDA
147,9,藍少白,2B,EDA
147,9,鄭兆行,|(PH),EDA
147,9,林瑋恩,|(SS),EDA
149,1,胡金龍,LF,EDA
149,2,張建銘,RF,EDA
149,3,高國輝,CF,EDA
149,4,林益全,1B,EDA
149,5,陽冠威,DH,EDA
149,6,鄭達鴻,C,EDA
149,6,林琨笙,|(C),EDA
149,7,鄭兆行,3B,EDA
149,8,林瑋恩,SS,EDA
149,9,陳凱倫,2B,EDA
152,1,胡金龍,LF,EDA
152,2,張建銘,RF,EDA
152,3,高國輝,CF,EDA
152,4,林益全,1B,EDA
152,5,陽冠威,DH,EDA
152,6,鄭達鴻,C,EDA
152,6,林琨笙,|(C),EDA
152,7,鄭兆行,3B,EDA
152,8,林瑋恩,SS,EDA
152,8,吳宗峻,|(PH),EDA
152,8,方玄宗,|(SS),EDA
152,9,陳凱倫,2B,EDA
152,9,林旺衛,|(PH),EDA
152,9,藍少白,|(2B),EDA
154,1,胡金龍,DH,EDA
154,2,張建銘,RF,EDA
154,3,高國輝,LF,EDA
154,4,林益全,1B,EDA
154,5,鄭達鴻,C,EDA
154,6,鄭兆行,3B,EDA
154,7,林旺衛,CF,EDA
154,7,張詠漢,|(CF),EDA
154,8,林瑋恩,SS,EDA
154,9,藍少白,2B,EDA
156,1,胡金龍,LF,EDA
156,2,張建銘,RF,EDA
156,3,高國輝,CF,EDA
156,4,林益全,1B,EDA
156,4,陽冠威,|(1B),EDA
156,5,鄭達鴻,C,EDA
156,5,林琨笙,|(C),EDA
156,6,鄭兆行,3B,EDA
156,6,方玄宗,|(3B),EDA
156,7,林旺衛,DH,EDA
156,8,藍少白,SS,EDA
156,9,陳凱倫,2B,EDA
158,1,林旺衛,CF,EDA
158,2,張建銘,RF,EDA
158,3,胡金龍,LF,EDA
158,4,高國輝,DH,EDA
158,5,鄭兆行,1B,EDA
158,6,陳凱倫,2B,EDA
158,7,林琨笙,C,EDA
158,8,林瑋恩,SS,EDA
158,8,林益全,|(PH),EDA
158,8,藍少白,|(SS),EDA
158,9,方玄宗,3B,EDA
160,1,林旺衛,CF,EDA
160,2,張建銘,RF,EDA
160,3,胡金龍,LF,EDA
160,4,高國輝,DH,EDA
160,5,鄭兆行,1B,EDA
160,6,鄭達鴻,C,EDA
160,7,方玄宗,3B,EDA
160,8,林瑋恩,SS,EDA
160,8,林益全,|(PH),EDA
160,8,藍少白,|(PR)|(SS),EDA
160,9,陳凱倫,2B,EDA
161,1,林旺衛,CF,EDA
161,2,張建銘,RF,EDA
161,3,胡金龍,DH,EDA
161,4,高國輝,LF,EDA
161,5,林益全,1B,EDA
161,6,鄭達鴻,C,EDA
161,7,鄭兆行,3B,EDA
161,7,陳凱倫,|(PR)|(2B),EDA
161,8,藍少白,SS(3B),EDA
161,9,方玄宗,2B(3B),EDA
161,9,吳宗峻,|(PH),EDA
161,9,林瑋恩,|(SS),EDA
163,1,胡金龍,DH,EDA
163,2,張建銘,RF,EDA
163,2,林旺衛,|(CF),EDA
163,3,高國輝,LF,EDA
163,4,林益全,1B,EDA
163,5,黃智培,3B,EDA
163,6,張詠漢,CF(RF),EDA
163,7,陳凱倫,2B,EDA
163,8,林琨笙,C,EDA
163,9,林瑋恩,SS,EDA
165,1,胡金龍,DH,EDA
165,2,張建銘,RF,EDA
165,3,高國輝,CF(LF),EDA
165,4,林益全,1B,EDA
165,5,陽冠威,LF(3B),EDA
165,6,黃智培,3B,EDA
165,6,張詠漢,|(CF),EDA
165,7,陳凱倫,2B,EDA
165,8,方克偉,C,EDA
165,9,林瑋恩,SS,EDA
167,1,胡金龍,DH,EDA
167,2,張建銘,RF,EDA
167,3,高國輝,LF,EDA
167,4,林益全,1B,EDA
167,5,鄭達鴻,C,EDA
167,6,陽冠威,3B,EDA
167,7,張詠漢,CF,EDA
167,8,陳凱倫,SS,EDA
167,9,藍少白,2B,EDA
167,9,林旺衛,|(PH),EDA
169,1,胡金龍,DH,EDA
169,2,張建銘,RF,EDA
169,3,高國輝,CF(LF),EDA
169,3,張詠漢,|(CF),EDA
169,4,林益全,1B,EDA
169,5,陽冠威,3B,EDA
169,6,鄭達鴻,C,EDA
169,7,陳凱倫,SS,EDA
169,8,林旺衛,CF(LF),EDA
169,9,林瑋恩,2B,EDA
169,9,鄭兆行,|(PH),EDA
171,1,胡金龍,DH,EDA
171,2,張建銘,RF,EDA
171,3,高國輝,LF,EDA
171,4,林益全,1B,EDA
171,5,鄭達鴻,C,EDA
171,5,林琨笙,|(C),EDA
171,6,張詠漢,CF,EDA
171,7,方玄宗,3B,EDA
171,7,黃智培,|(PH),EDA
171,8,林瑋恩,SS,EDA
171,9,陳凱倫,2B,EDA
171,9,林旺衛,|(PH),EDA
171,9,藍少白,|(2B),EDA
173,1,胡金龍,LF,EDA
173,2,張建銘,RF,EDA
173,3,高國輝,DH,EDA
173,4,林益全,1B,EDA
173,5,鄭達鴻,C,EDA
173,6,黃智培,3B,EDA
173,7,張詠漢,CF,EDA
173,8,林瑋恩,SS,EDA
173,8,林旺衛,|(PH),EDA
173,9,藍少白,2B,EDA
173,9,鄭兆行,|(PH),EDA
175,1,胡金龍,DH,EDA
175,2,林旺衛,CF(RF),EDA
175,3,高國輝,LF,EDA
175,4,林益全,1B,EDA
175,5,黃智培,3B,EDA
175,6,張詠漢,RF,EDA
175,6,林瑋恩,|(SS),EDA
175,7,林琨笙,C,EDA
175,7,鄭達鴻,|(PH)|(C),EDA
175,8,藍少白,SS,EDA
175,8,林哲瑄,|(PH)|(CF),EDA
175,9,陳凱倫,2B,EDA
177,1,林哲瑄,CF,EDA
177,2,胡金龍,LF,EDA
177,2,林旺衛,|(LF),EDA
177,3,高國輝,DH,EDA
177,3,陽冠威,|(PH),EDA
177,4,林益全,1B,EDA
177,5,鄭達鴻,C,EDA
177,5,林琨笙,|(PH)|(C),EDA
177,6,張建銘,RF,EDA
177,7,黃智培,3B,EDA
177,8,林瑋恩,SS,EDA
177,9,陳凱倫,2B,EDA
179,1,林旺衛,LF,EDA
179,2,張建銘,RF,EDA
179,3,高國輝,DH,EDA
179,4,林益全,1B,EDA
179,5,陽冠威,3B,EDA
179,6,張詠漢,CF,EDA
179,6,鄭達鴻,|(PR),EDA
179,7,陳凱倫,SS,EDA
179,8,林琨笙,C,EDA
179,9,藍少白,2B,EDA
182,1,林旺衛,LF,EDA
182,1,藍少白,|(PH)|(SS),EDA
182,2,張建銘,RF,EDA
182,3,高國輝,DH,EDA
182,4,林益全,1B,EDA
182,5,黃智培,3B,EDA
182,6,張詠漢,CF,EDA
182,7,林琨笙,C,EDA
182,7,胡金龍,|(PH),EDA
182,7,方克偉,|(C),EDA
182,8,林宗男,SS(LF),EDA
182,9,林瑋恩,2B,EDA
184,1,林哲瑄,CF,EDA
184,2,胡金龍,DH,EDA
184,3,高國輝,LF,EDA
184,4,林益全,1B,EDA
184,5,鄭達鴻,C,EDA
184,6,張建銘,RF,EDA
184,7,黃智培,3B,EDA
184,8,林瑋恩,SS,EDA
184,9,陳凱倫,2B,EDA
186,1,林哲瑄,CF,EDA
186,2,胡金龍,LF,EDA
186,3,高國輝,DH,EDA
186,4,林益全,1B,EDA
186,5,鄭達鴻,C,EDA
186,6,張建銘,RF,EDA
186,7,黃智培,3B,EDA
186,8,林瑋恩,SS,EDA
186,9,陳凱倫,2B,EDA
188,1,林哲瑄,CF,EDA
188,2,胡金龍,DH,EDA
188,3,高國輝,LF,EDA
188,4,林益全,1B,EDA
188,5,鄭達鴻,C,EDA
188,6,張建銘,RF,EDA
188,7,黃智培,3B,EDA
188,7,林旺衛,|(PH),EDA
188,8,林瑋恩,SS,EDA
188,8,陽冠威,|(PH),EDA
188,9,陳凱倫,2B,EDA
190,1,林哲瑄,CF,EDA
190,2,胡金龍,LF,EDA
190,2,林瑋恩,|(SS),EDA
190,3,高國輝,RF,EDA
190,4,林益全,1B,EDA
190,5,陽冠威,DH,EDA
190,6,鄭兆行,3B,EDA
190,7,林宗男,SS,EDA
190,7,鄭達鴻,|(PH)|(LF),EDA
190,8,林琨笙,C,EDA
190,9,陳凱倫,2B,EDA
192,1,胡金龍,DH,EDA
192,1,鄭兆行,|(PH),EDA
192,2,張建銘,RF,EDA
192,2,張詠漢,|(RF),EDA
192,3,高國輝,LF,EDA
192,4,林益全,1B,EDA
192,5,鄭達鴻,C,EDA
192,5,方克偉,|(C),EDA
192,6,陽冠威,3B,EDA
192,7,林旺衛,CF,EDA
192,8,陳凱倫,SS,EDA
192,8,林瑋恩,|(SS),EDA
192,9,藍少白,2B,EDA
194,1,林旺衛,LF,EDA
194,2,張建銘,RF,EDA
194,2,鄭達鴻,|(PR)|(RF),EDA
194,2,黃智培,|(PH)|(3B),EDA
194,3,高國輝,DH,EDA
194,4,林益全,1B,EDA
194,5,陽冠威,3B,EDA
194,5,鄭兆行,|(PH)|(RF),EDA
194,6,張詠漢,CF,EDA
194,7,方克偉,C,EDA
194,8,陳凱倫,SS,EDA
194,8,藍少白,|(PH)|(2B),EDA
194,9,林瑋恩,2B(SS),EDA
195,1,胡金龍,DH,EDA
195,1,鄭兆行,|(PH),EDA
195,2,張建銘,RF,EDA
195,2,張詠漢,|(RF),EDA
195,3,高國輝,LF,EDA
195,4,林益全,1B,EDA
195,5,鄭達鴻,C,EDA
195,5,林琨笙,|(PH)|(C),EDA
195,6,陽冠威,3B,EDA
195,7,林旺衛,CF,EDA
195,8,陳凱倫,SS,EDA
195,9,林瑋恩,2B,EDA
197,1,胡金龍,DH,EDA
197,1,鄭兆行,|(PH),EDA
197,2,張建銘,RF,EDA
197,2,張詠漢,|(RF)                        (CF),EDA
197,3,高國輝,LF,EDA
197,4,林益全,1B,EDA
197,5,陽冠威,3B,EDA
197,6,林旺衛,CF(RF),EDA
197,7,陳凱倫,SS,EDA
197,8,林琨笙,C,EDA
197,8,方克偉,|(C),EDA
197,9,林瑋恩,2B,EDA
199,1,林哲瑄,CF,EDA
199,1,林旺衛,|(PH)|(CF),EDA
199,2,張建銘,RF,EDA
199,3,胡金龍,DH,EDA
199,4,高國輝,LF,EDA
199,5,鄭達鴻,C,EDA
199,5,林琨笙,|(C),EDA
199,6,陽冠威,3B(1B),EDA
199,7,鄭兆行,1B,EDA
199,7,方玄宗,|(PH)|(3B),EDA
199,8,陳凱倫,2B,EDA
199,9,林瑋恩,SS,EDA
202,1,林哲瑄,CF,EDA
202,2,胡金龍,DH,EDA
202,3,高國輝,LF,EDA
202,4,林益全,1B,EDA
202,5,鄭達鴻,C,EDA
202,6,鄭兆行,3B,EDA
202,7,張建銘,RF,EDA
202,8,林宗男,2B,EDA
202,9,林瑋恩,SS,EDA
204,1,林哲瑄,CF,EDA
204,2,胡金龍,LF,EDA
204,3,高國輝,RF,EDA
204,3,林旺衛,|(PH),EDA
204,4,林益全,1B,EDA
204,5,陽冠威,DH,EDA
204,6,黃智培,3B,EDA
204,6,鄭達鴻,|(PH),EDA
204,6,鄭兆行,|(3B),EDA
204,7,林宗男,SS,EDA
204,7,張建銘,|(PH),EDA
204,7,林瑋恩,|(SS),EDA
204,8,林琨笙,C,EDA
204,9,陳凱倫,2B,EDA
205,1,林哲瑄,CF,EDA
205,2,胡金龍,LF,EDA
205,3,高國輝,DH,EDA
205,4,林益全,1B,EDA
205,5,陽冠威,RF,EDA
205,5,張建銘,|(RF),EDA
205,6,鄭達鴻,C,EDA
205,7,方玄宗,3B,EDA
205,8,林瑋恩,SS,EDA
205,9,陳凱倫,2B,EDA
207,1,林哲瑄,CF,EDA
207,2,張建銘,RF,EDA
207,3,胡金龍,DH,EDA
207,3,林旺衛,|(PR),EDA
207,4,林益全,1B,EDA
207,5,高國輝,LF,EDA
207,6,鄭達鴻,C,EDA
207,7,方玄宗,3B,EDA
207,8,陳凱倫,2B,EDA
207,9,林瑋恩,SS,EDA
209,1,林哲瑄,CF,EDA
209,2,張建銘,RF,EDA
209,3,高國輝,LF,EDA
209,4,林益全,1B,EDA
209,5,鄭達鴻,DH,EDA
209,6,方玄宗,3B,EDA
209,6,鄭兆行,|(PH)|(3B),EDA
209,7,林琨笙,C,EDA
209,7,胡金龍,|(PH),EDA
209,7,方克偉,|(C),EDA
209,8,陳凱倫,2B,EDA
209,8,林旺衛,|(PH),EDA
209,8,林宗男,|(2B),EDA
209,9,林瑋恩,SS,EDA
209,9,陽冠威,|(PH),EDA
212,1,林哲瑄,CF,EDA
212,2,胡金龍,LF,EDA
212,3,高國輝,RF,EDA
212,4,林益全,1B,EDA
212,5,陽冠威,DH,EDA
212,6,鄭兆行,3B,EDA
212,7,林琨笙,C,EDA
212,7,方克偉,|(C),EDA
212,8,陳凱倫,2B,EDA
212,9,林瑋恩,SS,EDA
214,1,林哲瑄,CF,EDA
214,2,張建銘,RF,EDA
214,3,胡金龍,LF,EDA
214,4,林益全,1B,EDA
214,5,高國輝,DH,EDA
214,6,鄭達鴻,C,EDA
214,7,陽冠威,3B,EDA
214,7,鄭兆行,|(3B),EDA
214,8,陳凱倫,2B,EDA
214,9,林瑋恩,SS,EDA
215,1,林哲瑄,CF,EDA
215,1,方玄宗,|(2B),EDA
215,2,張建銘,RF,EDA
215,2,林旺衛,|(PH)|(CF),EDA
215,3,胡金龍,DH,EDA
215,3,鄭兆行,|(PH)|(1B),EDA
215,4,林益全,1B,EDA
215,4,陽建福,|(P),EDA
215,5,高國輝,LF,EDA
215,6,鄭達鴻,C,EDA
215,6,林琨笙,|(C),EDA
215,7,陽冠威,3B,EDA
215,8,陳凱倫,2B,EDA
215,8,林宗男,|(PH)|(2B)(RF),EDA
215,9,林瑋恩,SS,EDA
217,1,林哲瑄,CF,EDA
217,2,張建銘,RF,EDA
217,3,胡金龍,DH,EDA
217,4,林益全,1B,EDA
217,5,高國輝,LF,EDA
217,6,鄭達鴻,C,EDA
217,7,陽冠威,3B,EDA
217,8,陳凱倫,2B,EDA
217,8,鄭兆行,|(PH),EDA
217,9,林瑋恩,SS,EDA
217,9,林旺衛,|(PH),EDA
219,1,林哲瑄,CF,EDA
219,2,張建銘,RF,EDA
219,3,胡金龍,LF,EDA
219,4,林益全,1B,EDA
219,4,鄭兆行,|(3B),EDA
219,5,高國輝,DH,EDA
219,6,陽冠威,3B(1B),EDA
219,7,方克偉,C,EDA
219,7,林琨笙,|(C),EDA
219,8,林宗男,SS,EDA
219,8,林旺衛,|(PH),EDA
219,8,林瑋恩,|(SS),EDA
219,9,陳凱倫,2B,EDA
221,1,林哲瑄,CF,EDA
221,2,張建銘,RF,EDA
221,3,胡金龍,DH,EDA
221,4,高國輝,LF,EDA
221,5,鄭達鴻,C,EDA
221,6,陽冠威,3B,EDA
221,7,鄭兆行,1B,EDA
221,8,陳凱倫,2B,EDA
221,8,林旺衛,|(PH),EDA
221,9,林瑋恩,SS,EDA
221,9,方玄宗,|(PH),EDA
223,1,林哲瑄,CF,EDA
223,2,張建銘,RF,EDA
223,3,胡金龍,LF,EDA
223,4,林益全,1B,EDA
223,5,高國輝,DH,EDA
223,6,鄭達鴻,C,EDA
223,7,陽冠威,3B,EDA
223,8,陳凱倫,2B,EDA
223,9,林瑋恩,SS,EDA
226,1,林哲瑄,CF,EDA
226,1,林旺衛,|(PR)|(CF),EDA
226,2,張建銘,RF,EDA
226,2,方玄宗,|(PH)|(2B),EDA
226,3,胡金龍,LF,EDA
226,4,林益全,1B,EDA
226,4,鄭兆行,|(PR)|(1B),EDA
226,5,高國輝,DH,EDA
226,6,鄭達鴻,C,EDA
226,6,林琨笙,|(C),EDA
226,7,陽冠威,3B,EDA
226,8,陳凱倫,2B,EDA
226,8,林宗男,|(PH)|(RF),EDA
226,9,林瑋恩,SS,EDA
228,1,林旺衛,CF,EDA
228,2,張建銘,RF,EDA
228,3,胡金龍,DH,EDA
228,4,林益全,1B,EDA
228,5,高國輝,LF,EDA
228,6,陽冠威,3B,EDA
228,7,林琨笙,C,EDA
228,8,陳凱倫,2B,EDA
228,8,方玄宗,|(2B),EDA
228,9,林瑋恩,SS,EDA
230,1,林旺衛,CF,EDA
230,1,林宗男,|(SS),EDA
230,2,鄭達鴻,C,EDA
230,2,林琨笙,|(C),EDA
230,3,胡金龍,LF(CF),EDA
230,4,林益全,DH,EDA
230,5,高國輝,RF(LF),EDA
230,6,陽冠威,1B(3B),EDA
230,7,鄭兆行,3B(1B),EDA
230,8,陳凱倫,2B,EDA
230,9,林瑋恩,SS,EDA
230,9,張建銘,|(PH)|(RF),EDA
232,1,胡金龍,LF(LF),EDA
232,2,鄭達鴻,C(C),EDA
232,3,張建銘,RF,EDA
232,4,高國輝,CF(RF),EDA
232,5,林益全,1B,EDA
232,6,陽冠威,3B(1B),EDA
232,6,方克偉,|(C),EDA
232,7,鄭兆行,DH,EDA
232,8,陳凱倫,2B,EDA
232,9,林瑋恩,SS,EDA
234,1,胡金龍,LF,EDA
234,2,張建銘,RF,EDA
234,3,高國輝,CF,EDA
234,4,林益全,1B,EDA
234,5,陽冠威,DH,EDA
234,6,鄭達鴻,C,EDA
234,6,林琨笙,|(C),EDA
234,7,方玄宗,3B(2B),EDA
234,8,陳凱倫,2B(SS),EDA
234,9,林瑋恩,SS,EDA
234,9,鄭兆行,|(PH)|(3B),EDA
236,1,林旺衛,CF,EDA
236,2,張建銘,RF,EDA
236,3,胡金龍,LF,EDA
236,3,林宗男,|(LF),EDA
236,4,林益全,1B,EDA
236,5,高國輝,DH,EDA
236,6,鄭達鴻,C,EDA
236,7,陽冠威,3B,EDA
236,8,陳凱倫,2B,EDA
236,9,林瑋恩,SS,EDA
238,1,胡金龍,DH,EDA
238,2,張建銘,RF,EDA
238,3,高國輝,CF,EDA
238,4,林益全,1B,EDA
238,5,陽冠威,LF,EDA
238,6,鄭兆行,3B,EDA
238,6,黃智培,|(3B),EDA
238,7,陳凱倫,2B,EDA
238,8,林琨笙,C,EDA
238,9,林瑋恩,SS,EDA
240,1,胡金龍,DH,EDA
240,2,張建銘,RF,EDA
240,3,高國輝,LF,EDA
240,4,林益全,1B,EDA
240,5,陽冠威,3B,EDA
240,6,張詠漢,CF,EDA
240,7,陳凱倫,2B,EDA
240,8,方克偉,C,EDA
240,9,藍少白,SS,EDA
240,9,林瑋恩,|(SS),EDA
1,1,詹智堯,CF,LAMIGO
1,1,余德龍,|(PH),LAMIGO
1,2,林智平,3B,LAMIGO
1,3,林智勝,SS,LAMIGO
1,4,林泓育,DH,LAMIGO
1,5,郭嚴文,2B,LAMIGO
1,6,陳冠任,LF,LAMIGO
1,7,陳俊秀,1B,LAMIGO
1,8,藍寅倫,RF,LAMIGO
1,9,黃浩然,C,LAMIGO
1,9,蔡建偉,|(PH),LAMIGO
1,9,許躍騰,|(C),LAMIGO
1,9,※鍾承祐,|(PH),LAMIGO
2,1,余德龍,CF(LF)(1B),LAMIGO
2,2,林智平,3B,LAMIGO
2,2,郭永維,|(PH)|(3B),LAMIGO
2,3,林智勝,SS,LAMIGO
2,3,陳雁風,|(SS),LAMIGO
2,4,林泓育,DH,LAMIGO
2,5,郭嚴文,2B,LAMIGO
2,6,陳冠任,LF,LAMIGO
2,6,詹智堯,|(CF),LAMIGO
2,7,陳俊秀,1B,LAMIGO
2,7,※鍾承祐,|(PH)|(RF),LAMIGO
2,8,藍寅倫,RF(LF),LAMIGO
2,9,黃浩然,C,LAMIGO
4,1,余德龍,CF(LF),LAMIGO
4,2,林智平,3B,LAMIGO
4,3,林智勝,SS,LAMIGO
4,3,陳雁風,|(PR)|(SS),LAMIGO
4,4,林泓育,DH,LAMIGO
4,4,郭永維,|(PR),LAMIGO
4,5,陳俊秀,1B,LAMIGO
4,6,郭嚴文,2B,LAMIGO
4,7,※鍾承祐,RF,LAMIGO
4,7,陳冠任,|(PH),LAMIGO
4,7,蔡建偉,|(PR)|(RF),LAMIGO
4,8,藍寅倫,LF,LAMIGO
4,8,詹智堯,|(CF),LAMIGO
4,9,黃浩然,C,LAMIGO
6,1,余德龍,CF(LF),LAMIGO
6,2,林智平,3B,LAMIGO
6,3,林智勝,SS,LAMIGO
6,4,林泓育,DH,LAMIGO
6,5,陳俊秀,1B,LAMIGO
6,6,郭嚴文,2B,LAMIGO
6,7,陳冠任,LF,LAMIGO
6,7,詹智堯,|(CF),LAMIGO
6,8,黃浩然,C,LAMIGO
6,9,藍寅倫,RF,LAMIGO
6,9,※鍾承祐,|(RF),LAMIGO
9,1,余德龍,LF(1B),LAMIGO
9,2,林智平,3B,LAMIGO
9,3,林智勝,SS,LAMIGO
9,3,陳雁風,|(PR)|(SS),LAMIGO
9,4,林泓育,DH,LAMIGO
9,4,陳冠任,|(PH),LAMIGO
9,5,郭嚴文,2B,LAMIGO
9,6,陳俊秀,1B,LAMIGO
9,6,蔡建偉,|(PH)|(LF),LAMIGO
9,7,藍寅倫,RF,LAMIGO
9,7,※鍾承祐,|(PH)|(RF),LAMIGO
9,8,黃浩然,C,LAMIGO
9,9,詹智堯,CF,LAMIGO
11,1,余德龍,LF,LAMIGO
11,2,林智平,3B,LAMIGO
11,3,林智勝,SS,LAMIGO
11,4,林泓育,DH,LAMIGO
11,5,郭嚴文,2B,LAMIGO
11,5,郭永維,|(2B),LAMIGO
11,6,陳俊秀,1B,LAMIGO
11,7,藍寅倫,RF,LAMIGO
11,7,蔡建偉,|(PH)|(CF),LAMIGO
11,8,黃浩然,C,LAMIGO
11,8,陳冠任,|(PH),LAMIGO
11,8,許躍騰,|(C),LAMIGO
11,9,詹智堯,CF,LAMIGO
11,9,※鍾承祐,|(PH)|(RF),LAMIGO
13,1,余德龍,RF,LAMIGO
13,1,※鍾承祐,|(RF),LAMIGO
13,2,林智平,3B,LAMIGO
13,3,林智勝,SS,LAMIGO
13,4,林泓育,DH,LAMIGO
13,5,郭嚴文,2B,LAMIGO
13,6,陳俊秀,1B,LAMIGO
13,7,陳冠任,LF,LAMIGO
13,8,黃浩然,C,LAMIGO
13,9,詹智堯,CF,LAMIGO
13,9,藍寅倫,|(CF),LAMIGO
14,1,詹智堯,CF,LAMIGO
14,2,林智平,3B,LAMIGO
14,3,林智勝,1B,LAMIGO
14,4,林泓育,DH,LAMIGO
14,5,郭嚴文,2B,LAMIGO
14,6,※鍾承祐,RF,LAMIGO
14,7,藍寅倫,LF,LAMIGO
14,8,陳雁風,SS,LAMIGO
14,9,黃浩然,C,LAMIGO
16,1,詹智堯,CF,LAMIGO
16,2,林智平,3B,LAMIGO
16,2,郭永維,|(3B),LAMIGO
16,3,林智勝,SS,LAMIGO
16,4,林泓育,DH,LAMIGO
16,5,郭嚴文,2B,LAMIGO
16,6,陳俊秀,1B,LAMIGO
16,7,藍寅倫,RF,LAMIGO
16,8,陳冠任,LF,LAMIGO
16,9,黃浩然,C,LAMIGO
16,9,※鍾承祐,|(PH),LAMIGO
16,9,劉時豪,|(C),LAMIGO
18,1,詹智堯,CF,LAMIGO
18,2,林智平,3B,LAMIGO
18,3,林智勝,SS,LAMIGO
18,3,陳雁風,|(PR),LAMIGO
18,4,林泓育,DH,LAMIGO
18,5,郭嚴文,2B,LAMIGO
18,5,葉竹軒,|(2B),LAMIGO
18,6,陳俊秀,1B,LAMIGO
18,7,陳冠任,LF,LAMIGO
18,7,蔡建偉,|(LF),LAMIGO
18,8,藍寅倫,RF,LAMIGO
18,9,劉時豪,C,LAMIGO
20,1,詹智堯,CF,LAMIGO
20,2,林智平,3B,LAMIGO
20,3,林智勝,SS,LAMIGO
20,4,林泓育,DH,LAMIGO
20,5,陳冠任,LF,LAMIGO
20,6,陳俊秀,1B,LAMIGO
20,7,郭嚴文,2B,LAMIGO
20,7,郭永維,|(2B),LAMIGO
20,8,※鍾承祐,RF,LAMIGO
20,9,黃浩然,C,LAMIGO
20,9,劉時豪,|(C),LAMIGO
22,1,詹智堯,CF,LAMIGO
22,2,林智平,3B,LAMIGO
22,3,林智勝,SS,LAMIGO
22,4,林泓育,C,LAMIGO
22,5,陳冠任,DH,LAMIGO
22,5,蔡建偉,|(PH),LAMIGO
22,6,陳俊秀,1B,LAMIGO
22,7,郭嚴文,2B,LAMIGO
22,7,葉竹軒,|(PH)|(2B),LAMIGO
22,8,※鍾承祐,RF,LAMIGO
22,9,藍寅倫,LF,LAMIGO
25,1,詹智堯,CF,LAMIGO
25,2,林智平,3B,LAMIGO
25,3,林智勝,SS,LAMIGO
25,3,陳雁風,|(SS),LAMIGO
25,4,林泓育,DH,LAMIGO
25,5,郭嚴文,2B,LAMIGO
25,6,陳俊秀,1B,LAMIGO
25,7,※鍾承祐,RF,LAMIGO
25,8,余德龍,LF,LAMIGO
25,9,黃浩然,C,LAMIGO
25,9,劉時豪,|(C),LAMIGO
28,1,詹智堯,CF,LAMIGO
28,2,林智平,3B,LAMIGO
28,3,林智勝,DH,LAMIGO
28,3,葉竹軒,|(PR),LAMIGO
28,4,林泓育,C,LAMIGO
28,4,劉時豪,|(C),LAMIGO
28,5,郭嚴文,2B,LAMIGO
28,6,陳俊秀,1B,LAMIGO
28,7,※鍾承祐,RF,LAMIGO
28,8,蔡建偉,LF,LAMIGO
28,8,余德龍,|(LF),LAMIGO
28,9,陳雁風,SS,LAMIGO
30,1,詹智堯,CF,LAMIGO
30,1,蔡建偉,|(CF),LAMIGO
30,2,林智平,3B,LAMIGO
30,3,林智勝,SS,LAMIGO
30,3,陳雁風,|(PR)|(SS),LAMIGO
30,4,林泓育,DH,LAMIGO
30,5,郭嚴文,2B,LAMIGO
30,6,陳俊秀,1B,LAMIGO
30,7,※鍾承祐,RF,LAMIGO
30,8,黃浩然,C,LAMIGO
30,9,余德龍,LF,LAMIGO
32,1,詹智堯,CF,LAMIGO
32,2,林智平,3B,LAMIGO
32,3,林智勝,SS,LAMIGO
32,3,陳雁風,|(SS),LAMIGO
32,4,林泓育,DH,LAMIGO
32,5,郭嚴文,2B,LAMIGO
32,6,陳俊秀,1B,LAMIGO
32,7,※鍾承祐,RF,LAMIGO
32,7,藍寅倫,|(PH)|(RF),LAMIGO
32,8,黃浩然,C,LAMIGO
32,9,余德龍,LF,LAMIGO
34,1,詹智堯,CF,LAMIGO
34,2,林智平,3B,LAMIGO
34,3,林智勝,SS,LAMIGO
34,4,林泓育,DH,LAMIGO
34,5,郭嚴文,2B,LAMIGO
34,6,陳俊秀,1B,LAMIGO
34,7,※鍾承祐,RF,LAMIGO
34,8,劉時豪,C,LAMIGO
34,9,余德龍,LF,LAMIGO
36,1,詹智堯,CF,LAMIGO
36,1,陳俊秀,|(PH),LAMIGO
